Client Domain ,User Phone Timezone ,Created At                  ,Email Clicks ,Email Opens ,Emails ,Expired ,Order Funnel State      ,Sms ,Sms Clicks ,Sms Opens ,Platforms Order Group - Order → Manager ,Platforms Order Group - Order → Source ,order_has_user_email ,order_has_user_phone
A             ,CST                 ,2023-01-17T17:36:43.527382Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-17T21:45:27.964703Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-11T20:17:22.766591Z ,           3 ,          4 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-03-28T20:27:20.342623Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-09T20:26:35.47092Z  ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-26T21:36:31.921991Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-02T22:04:43.283911Z ,           0 ,          0 ,     0 ,      0 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-28T15:01:10.221064Z ,           1 ,          4 ,     4 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-11-02T14:37:38.358888Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-28T21:51:10.102085Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-10T21:59:21.878802Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-10T22:06:20.372391Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-09-29T20:39:59.524054Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-20T20:31:45.413431Z ,           0 ,          0 ,     0 ,      2 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-02T18:42:41.287307Z ,           0 ,          0 ,     0 ,      2 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-09-22T19:50:06.87666Z  ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-27T20:18:16.710231Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-28T15:01:57.463936Z ,           2 ,          2 ,     4 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-12-05T20:41:38.333275Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-23T15:18:16.901831Z ,           1 ,          1 ,     1 ,      0 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-10-25T17:30:56.508653Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-07T16:59:42.117513Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-25T14:21:29.520473Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-17T19:08:48.666385Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-15T21:31:52.809675Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-14T20:18:53.144774Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-01T20:49:48.637926Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-19T22:16:06.398633Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-27T18:14:05.262212Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-28T20:51:25.81824Z  ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-02T17:20:08.131438Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-28T20:27:35.346996Z ,           0 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-01-24T20:16:09.822132Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-11T18:48:35.952729Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-24T21:43:48.879167Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-31T21:14:57.411105Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-20T16:58:55.135864Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-02-28T21:28:04.085331Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-16T14:42:32.155768Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-12T15:42:43.094939Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-03T21:32:24.558481Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-28T15:30:42.534395Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-03T16:54:03.692112Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-27T18:56:25.822227Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-17T19:33:33.236896Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-14T20:52:40.818291Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-06T20:19:15.874085Z ,           0 ,          0 ,     0 ,      2 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-09-22T19:50:47.949847Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-15T21:44:04.663401Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-12T21:20:14.692662Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-20T15:12:25.969Z    ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-02T15:49:56.479727Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-21T17:46:27.886391Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-04T13:37:57.79325Z  ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-15T14:57:03.059339Z ,           0 ,          1 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-11-14T16:11:29.836603Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-20T21:44:16.369208Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-08T22:10:58.006655Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-27T18:42:31.708528Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-31T14:45:56.890358Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-28T20:32:17.700671Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-14T16:58:32.579012Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-09T20:24:42.765746Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-02T22:21:53.674847Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-02T15:57:30.313302Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-17T20:50:29.342517Z ,           0 ,          0 ,     0 ,      2 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-17T22:12:49.298252Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-08T14:59:42.09024Z  ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-31T21:22:32.332286Z ,           1 ,          0 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-09-09T17:48:45.281362Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-24T14:26:58.519654Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-26T14:55:47.046161Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-22T17:23:49.652753Z ,           0 ,          0 ,     0 ,      2 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-24T17:06:39.799805Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-20T21:21:11.328525Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-04T16:04:43.564333Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-17T21:35:54.969952Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-14T20:24:46.441647Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-04T20:36:49.732793Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-20T17:58:39.660591Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-23T14:33:07.823168Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-27T17:36:04.239297Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-10T16:51:05.119153Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-05T20:46:43.069735Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-10T15:58:14.463462Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-27T16:58:18.840409Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-13T14:52:19.095442Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-10T22:07:50.351004Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-21T22:54:37.926042Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-17T21:06:41.80052Z  ,           0 ,          0 ,     0 ,      2 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-01T18:04:12.904446Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-28T15:47:07.586378Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-04T13:40:26.139555Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-09T22:38:05.768691Z ,           0 ,          0 ,     0 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-09T22:52:20.973596Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-17T13:56:24.960987Z ,           1 ,          3 ,     4 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-01-20T20:37:45.932603Z ,           0 ,          0 ,     0 ,      1 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-11T18:33:20.947997Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-03T17:46:57.688671Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-31T16:24:04.320498Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-06T20:10:33.557514Z ,           0 ,          0 ,     0 ,      2 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-27T19:12:37.902591Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-24T21:38:13.20031Z  ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-11-09T18:50:52.446899Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-01-09T21:53:13.414948Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-10-28T14:56:02.250818Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-08T23:38:07.200855Z ,           0 ,          0 ,     0 ,      1 ,4-Notification click    ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-24T20:08:04.374185Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-10T21:01:31.875957Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-02T20:09:49.003993Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-14T20:26:41.627557Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-08T16:38:09.241092Z ,           0 ,          0 ,     0 ,      1 ,6-Employer selected     ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-02-23T20:44:58.546061Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,PST                 ,2022-12-19T16:31:51.733269Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-12-29T19:53:23.559116Z ,           0 ,          0 ,     0 ,      0 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-09-12T19:32:04.781549Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-07T18:32:28.98703Z  ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2023-03-07T18:35:32.101802Z ,           0 ,          0 ,     0 ,      1 ,2-Notification sent     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-08-23T16:35:05.432235Z ,           0 ,          1 ,     4 ,      1 ,3-Notification opened   ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-07-13T14:18:29.848494Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2022-10-04T22:06:12.403465Z ,           0 ,          0 ,     0 ,      2 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-07-14T13:51:32.865681Z ,           0 ,          4 ,     4 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,CST                 ,2023-01-09T21:39:02.916317Z ,           0 ,          0 ,     0 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,CST                 ,2022-09-26T20:34:51.167838Z ,           0 ,          0 ,     4 ,      1 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,PST                 ,2023-02-10T18:19:29.851537Z ,           0 ,          0 ,     0 ,      1 ,7-Viewed provider login ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,EST                 ,2022-07-14T16:56:39.477818Z ,           1 ,          4 ,     4 ,      1 ,8-Submitted login       ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-08-03T14:36:48.845996Z ,           1 ,          1 ,     1 ,      0 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-10-03T15:57:49.063733Z ,           0 ,          0 ,     0 ,      2 ,8-Submitted login       ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,EST                 ,2023-03-14T20:22:50.592928Z ,           0 ,          0 ,     0 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,FALSE                ,TRUE
A             ,EST                 ,2022-07-25T14:52:20.587602Z ,           2 ,          1 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-08-02T19:20:01.561941Z ,           1 ,          1 ,     1 ,      1 ,9-Completed             ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-08-12T16:27:51.546939Z ,           1 ,          4 ,     4 ,      1 ,6-Employer selected     ,  1 ,         0 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
A             ,EST                 ,2022-12-02T17:13:07.466666Z ,           3 ,          4 ,     4 ,      1 ,5-Widget loaded         ,  1 ,         1 ,        0 ,masked@order_manager.org                ,internal                               ,TRUE                 ,TRUE
